Nome, X, Y, Tipo
M_5, 18.070748970725866, 19.765777100952462, Nenhum
D_5, 18.403974499875766, 21.255221206140135, Nenhum
L_5, 19.850642614284038, 20.970777926868585, Nenhum
N_5, 20.117679022562744, 20.913040325078597, Nenhum
O_5, 20.3774982306177, 20.8986059246311, Nenhum
P_5, 20.66618623956765, 20.8841715241836, Nenhum
Q_5, 21.485819050305434, 20.98404927795724, Nenhum
R_5, 21.729688987457937, 20.992297542081616, Nenhum
S_5, 21.984479968939876, 20.971040732253734, Nenhum
O_4, 22.50144547584156, 20.8020278848088, Nenhum
R_4, 23.038108136143997, 21.131692090423158, Nenhum
T_5, 23.39077217005703, 20.82502771310748, Nenhum
U_5, 23.620770453043786, 20.55669638295626, Nenhum
V_5, 23.628437062476678, 20.181032520744544, Nenhum
W_5, 23.344772513459677, 19.943367628324893, Nenhum
Z_5, 22.946108822949295, 19.935701018891997, Nenhum
A_6, 22.64711105506651, 20.127366254714303, Nenhum
E_6, 22.354237170413974, 20.01055858582467, Nenhum
F_6, 21.99898975864116, 19.938059114034303, Nenhum
G_6, 21.687242029942567, 19.916309272497188, Nenhum
H_6, 21.353744459706864, 19.938059114034303, Nenhum
I_6, 21.09274636126153, 19.974308849929486, Nenhum
J_6, 20.570750164370864, 20.090308004794082, Nenhum
K_6, 20.1285033864496, 20.068558163256967, Nenhum
B_6, 20.766498738204863, 20.061308216077933, Nenhum
C_6, 20.35790604519387, 20.116235977608547, Nenhum
T_{6}, 15.374601930161361, 21.742717811567708, Nenhum
U_{6}, 15.141765316573665, 21.9256608651009, Nenhum
A_{7}, 11.234453679125314, 21.849208004517173, Nenhum
B_{5}, 11.649306779565467, 22.083227702201363, Nenhum
D_8, 12.096071656962556, 22.242786586986043, Nenhum
C_9, 14.8511217342446, 22.06195318423007, Nenhum
D_9, 14.489454928732671, 22.136413997129587, Nenhum
E_9, 12.40455216754626, 22.31724739988556, Nenhum
F_9, 12.564111052330935, 22.657639687426197, Nenhum
G_9, 12.569610649946311, 23.119884257299297, Nenhum
H_9, 14.117150864235098, 22.402345471770715, Nenhum
L_9, 14.077224072434708, 22.70110275105251, Nenhum
M_9, 14.062764789890192, 23.072417821593596, Nenhum
N_9, 12.504640393746898, 23.48404214893074, Nenhum
O_9, 12.358988055948146, 23.750516589167653, Nenhum
P_9, 12.196914329573888, 24.026995298864918, Nenhum
Q_9, 12.068104362927876, 24.29394025995194, Nenhum
R_9, 12.082743830299368, 24.652076586694257, Nenhum
S_9, 14.03542896936518, 23.440305332484506, Nenhum
A_{10}, 14.225751321411233, 23.734540869559353, Nenhum
B_{10}, 14.349403231905015, 24.031332218826044, Nenhum
C_{10}, 14.4492363393403, 24.62445832770628, Nenhum
E_{10}, 14.253040139006545, 24.656598527275115, Nenhum
F_{10}, 12.273184318455892, 24.646688958531207, Nenhum
D_{10}, 14.437491267877325, 24.360194219789342, Nenhum
G_{10}, 12.262177191569622, 24.882452727194433, Nenhum
H_{10}, 12.262177191569622, 25.15849674931804, Nenhum
I_{10}, 12.312853215249518, 25.472018891610574, Nenhum
J_{10}, 12.45457151001941, 25.660394971360972, Nenhum
K_{10}, 12.781273458425336, 25.79720357702302, Nenhum
L_{10}, 13.158109715695643, 25.88662234993462, Nenhum
M_{10}, 13.515784807342037, 25.867461184310706, Nenhum
N_{10}, 13.841524622948537, 25.803590632230993, Nenhum
P_{10}, 14.09135537854404, 25.692608307213, Nenhum
Q_{10}, 14.202850316802252, 25.442905741809035, Nenhum
R_{10}, 14.202850316802252, 25.200321601154954, Nenhum
S_{10}, 14.244675168639162, 24.966102430868254, Nenhum
O_{10}, 12.694357406342537, 23.36773541119156, Nenhum
T_{10}, 12.988619059376273, 23.23461704434296, Nenhum
U_{10}, 13.258948827717207, 23.147226679545447, Nenhum
V_{10}, 13.525802471461358, 23.147226679545447, Nenhum
W_{10}, 13.815529284669292, 23.269216916685636, Nenhum
A_{11}, 12.439352957311073, 25.125101481537456, Nenhum
B_{11}, 12.756508621537561, 25.312712548646772, Nenhum
C_{11}, 13.072769718602224, 25.413018191215258, Nenhum
E_{11}, 13.461457276667248, 25.40582027347331, Nenhum
G_{11}, 14.037290696022842, 25.24746608315052, Nenhum
D_{11}, 13.792561492796715, 25.348236931537755, Nenhum
F_{11}, 12.257906045193872, 24.416235977608544, Nenhum
H_{11}, 14.257906045193872, 24.416235977608544, Nenhum
I_{11}, 14.276197190531246, 24.179668456745702, Nenhum
J_{11}, 12.257906045193872, 24.216235977608548, Nenhum
D_6, 11.183439685710454, 10.781358718754197, Nenhum
L_6, 10.987325215861791, 11.582159470636247, Nenhum
M_6, 10.856582235962684, 12.301245860081353, Nenhum
N_6, 10.807553618500519, 13.069360866988628, Nenhum
O_6, 10.840239363475295, 13.755761511458958, Nenhum
P_6, 10.987325215861791, 14.327762048517565, Nenhum
N, 12.917138768406963, 10.416205931409909, Nenhum
M, 13.008445683327295, 11.251012010681539, Nenhum
O, 13.158832058448247, 11.926247019770308, Nenhum
P, 13.317756676629106, 12.614221949196985, Nenhum
R, 13.349746028445889, 13.437947758479176, Nenhum
S, 11.553882489169634, 5.622662262575773, Nenhum
T, 12.745993669525864, 5.384240026504523, Nenhum
U, 12.811017915727113, 6.2729047245882725, Nenhum
V, 12.832692664460863, 7.139894673938271, Nenhum
W, 12.832692664460863, 8.158607864424521, Nenhum
Z, 11.532207740435885, 6.446302714458272, Nenhum
A_1, 11.467183494234636, 7.313292663808271, Nenhum
D_1, 11.467183494234636, 8.13693311569077, Nenhum
Q_6, 11.06107763623528, 9.543456527784818, Nenhum
R_6, 11.128427482838674, 9.078062515411283, Nenhum
B_1, 15.448472185185548, 14.917387194669644, Nenhum
S_6, 15.709061984089484, 14.377372151725018, Nenhum
V_6, 15.856554835151075, 13.71088196868459, Nenhum
W_6, 15.905784817811343, 12.989383269354107, Nenhum
Z_6, 15.773652000004605, 12.332937824438952, Nenhum
B_7, 15.616779321989306, 11.634141349643514, Nenhum
C_7, 15.502690101614542, 11.12073985795707, Nenhum
D_7, 15.37433972869293, 10.59307721372378, Nenhum
E_7, 15.274511660865013, 9.96558650166257, Nenhum
F_7, 15.551806278181232, 9.575101940461353, Nenhum
G_7, 15.579822345378483, 9.01478059651632, Nenhum
H_7, 15.271645606208718, 8.58053155495892, Nenhum
I_7, 15.229621505412842, 7.950170043020758, Nenhum
J_7, 15.235621284905706, 7.249002539631311, Nenhum
K_7, 15.259798262111556, 6.668755086690926, Nenhum
L_7, 15.271645606208718, 6.115117641600776, Nenhum
M_7, 15.271645606208718, 5.540788264057117, Nenhum
Q, 15.944911180347049, 4.999867558646199, Nenhum
N_7, 16.831374451637558, 4.416099062918295, Nenhum
O_7, 16.27424538068877, 3.877120255855275, Nenhum
P_7, 15.56032988201998, 4.375200836321881, Nenhum
Q_7, 14.829811697335634, 4.873281416788486, Nenhum
R_7, 14.281923058822375, 5.354759311239538, Nenhum
S_7, 14.234111208188002, 6.227980802022964, Nenhum
T_7, 14.207614994535195, 6.986302199481186, Nenhum
U_7, 14.191327282827977, 7.967860433330677, Nenhum
V_7, 14.109751488494751, 8.832716138519121, Nenhum
W_7, 14.022538250680633, 9.641961080263817, Nenhum
Z_7, 14.017328227849273, 10.350044539116922, Nenhum
A_8, 13.925028318713107, 11.203583891849469, Nenhum
B_8, 13.77360494001827, 11.926450885136125, Nenhum
C_8, 13.653644870705332, 12.614221949196985, Nenhum
E_8, 13.590020300494894, 13.436578039174837, Nenhum
F_8, 13.699749038901878, 14.33570990114581, Nenhum
G_8, 13.580263273410742, 14.948917237219568, Nenhum
